,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NDVI,NDRE,TGI,VARI
518,2019_NYH2_plot_520,PHW52/PHM49,520,2,,2,20,11,0.5362836518419378,0.34103762412777927,0.014646253761597026,0.37640487807896805
519,2019_NYH2_plot_521,PHN11_PHW65_0144/PHT69,521,2,,2,21,11,0.7959589379033397,0.49706560270221767,0.02744477055734927,0.3439410228843496
520,2019_NYH2_plot_522,PHN11_PHW65_0385/PHT69,522,2,,2,22,11,0.7563556292169409,0.47913033058172055,0.026192944822034055,0.3541516385626353
521,2019_NYH2_plot_523,PHN11_PHW65_0491/PHT69,523,2,,2,23,11,0.7156802143934496,0.43863761850894206,0.02571794759570495,0.3526194291819292
522,2019_NYH2_plot_524,PHN11_PHW65_0250/PHT69,524,2,,2,24,11,0.7120995013791819,0.43387763621214703,0.02584225399338285,0.34610191937791385
523,2019_NYH2_plot_525,PHN11_PHW65_0250/PHT69,525,2,,2,25,11,0.7608219312245275,0.4583333889805213,0.028253359420735032,0.3416057329958888
524,2019_NYH2_plot_526,PHN11_PHW65_0663/PHT69,526,2,,2,26,11,0.7248355912877972,0.4480870232708468,0.023722672241973712,0.3338183670904259
525,2019_NYH2_plot_527,PHN11_PHW65_0184/PHT69,527,2,,2,27,11,0.7843106875206399,0.4866845231766135,0.02551204020471414,0.33717321433494063
526,2019_NYH2_plot_528,PHN11_PHW65_0084/PHT69,528,2,,2,28,11,0.7909879195703186,0.48888401313528024,0.027793987408178778,0.34587812228727605
527,2019_NYH2_plot_529,PHN11_PHW65_0132/PHT69,529,2,,2,29,11,0.7682484924076077,0.4838344576633626,0.02428774297427346,0.33506475094556804
528,2019_NYH2_plot_530,PHN11_PHW65_0323/PHT69,530,2,,2,30,11,0.7377880093591965,0.46033958873768427,0.02420345844704622,0.34873696415702254
529,2019_NYH2_plot_531,PHN11_PHW65_0478/PHT69,531,2,,2,31,11,0.7881307654614367,0.4815558679788445,0.02738213662649233,0.38449645373313013
530,2019_NYH2_plot_532,PHN11_PHW65_0423/PHT69,532,2,,2,32,11,0.7923600862754001,0.4796148769418086,0.028561210793773748,0.36419125715901074
531,2019_NYH2_plot_533,PHN11_PHW65_0512/PHT69,533,2,,2,33,11,0.8074533770125845,0.5001367648887232,0.028538933548916654,0.34921156251213076
532,2019_NYH2_plot_534,PHN11_PHW65_0136/PHT69,534,2,,2,34,11,0.7676827549658144,0.47601168605622607,0.024719942526116694,0.3285391923389159
533,2019_NYH2_plot_535,PHN11_PHW65_0089/PHT69,535,2,,2,35,11,0.7208883473051804,0.4471867558029438,0.025171609836945424,0.36948922167782555
534,2019_NYH2_plot_536,PHN11_PHW65_0001/PHT69,536,2,,2,36,11,0.7363430610243695,0.4513026419645986,0.025163981157837707,0.3618966606526121
535,2019_NYH2_plot_537,PHN11_PHW65_0626/PHT69,537,2,,2,37,11,0.7484209028057899,0.45100087032201913,0.0277558901447705,0.34421365252266806
536,2019_NYH2_plot_538,PHN11_PHW65_0221/PHT69,538,2,,2,38,11,0.5518802499911393,0.3354025281532577,0.018373360832583684,0.372278752834735
537,2019_NYH2_plot_539,B37/MO17,539,2,,2,39,11,0.6427974731724907,0.3747509788340356,0.023751203648674817,0.35495738538348703
538,2019_NYH2_plot_540,PHN11_PHW65_0106/PHT69,540,2,,2,40,11,0.6501044442681672,0.3900758535991219,0.022182893643498774,0.33746103382104
539,2019_NYH2_plot_541,PHN11_PHW65_0114/PHT69,541,2,,2,41,11,0.6618602612766336,0.3987240527864088,0.023091057511576633,0.37076674413489036
540,2019_NYH2_plot_542,PHN11_PHW65_0011/PHT69,542,2,,2,42,11,0.7858282095726421,0.4759817564302282,0.02841230310159814,0.35096728388081483
541,2019_NYH2_plot_543,PHN11_PHW65_0022/PHT69,543,2,,2,43,11,0.797955221453916,0.4874571801003993,0.028212749008018553,0.34704504014901805
542,2019_NYH2_plot_544,PHN11_PHW65_0017/PHT69,544,2,,2,44,11,0.7421735997070047,0.46379871088825164,0.024588680862985886,0.35554505393239844
543,2019_NYH2_plot_545,PHN11_PHW65_0178/PHT69,545,2,,2,45,11,0.6899694684059605,0.4331684390968679,0.022340961449854094,0.36962728051654486
544,2019_NYH2_plot_546,PHN11_PHW65_0178/PHT69,546,2,,2,46,11,0.6804468024012874,0.43275682846643027,0.02087839976494628,0.36721935453713783
545,2019_NYH2_plot_547,PHN11_PHW65_0301/PHT69,547,2,,2,47,11,0.663073086233891,0.40629129739865416,0.02223953039741705,0.352019996590723
546,2019_NYH2_plot_548,PHN11_PHW65_0056/PHT69,548,2,,2,48,11,0.6581657823385765,0.3899404313007254,0.02371987448825684,0.3379901960784314
547,2019_NYH2_plot_549,Mo44_PHW65_0083/PHT69,549,2,,2,49,11,0.664276572247698,0.40457236921681705,0.02132569677800825,0.34344898433364107
548,2019_NYH2_plot_550,Mo44_PHW65_0157/PHT69,550,2,,2,50,11,0.7073850226975706,0.41668632908073855,0.024283915132632686,0.329321525758325
549,2019_NYH2_plot_551,Mo44_PHW65_0104/PHT69,551,2,,2,50,12,0.7558725920575099,0.4677983665850353,0.026307077962737617,0.35684024161984534
550,2019_NYH2_plot_552,Mo44_PHW65_0396/PHT69,552,2,,2,49,12,0.7646658261617562,0.47357140888088517,0.02698315783433277,0.3599396456714841
551,2019_NYH2_plot_553,Mo44_PHW65_0060/PHT69,553,2,,2,48,12,0.7209502318702135,0.450321040245783,0.02153443116551702,0.3511079306195264
552,2019_NYH2_plot_554,Mo44_PHW65_0248/PHT69,554,2,,2,47,12,0.7320866406413942,0.4542400209732417,0.02467686411781021,0.3447649877384173
553,2019_NYH2_plot_555,Mo44_PHW65_0315/PHT69,555,2,,2,46,12,0.7491286763314703,0.47897515686942277,0.021898558515243992,0.3171812918605971
554,2019_NYH2_plot_556,Mo44_PHW65_0147/PHT69,556,2,,2,45,12,0.7428615310353907,0.4677529095590837,0.02443900572882296,0.3578957672645278
555,2019_NYH2_plot_557,Mo44_PHW65_0455/PHT69,557,2,,2,44,12,0.7565092154556139,0.48683934710658716,0.022251613640033238,0.36619088687895324
556,2019_NYH2_plot_558,LOCAL CHECK 1,558,2,1.0,2,43,12,0.7971218051390068,0.49764022901789756,0.024904627446479696,0.36565586668489447
557,2019_NYH2_plot_559,Mo44_PHW65_0307/PHT69,559,2,,2,42,12,0.7912288193043837,0.5039370397687093,0.025001237128713705,0.34724982180058206
558,2019_NYH2_plot_560,Mo44_PHW65_0084/PHT69,560,2,,2,41,12,0.7189020778024003,0.45825824203953525,0.020391957706963084,0.3295830161749375
559,2019_NYH2_plot_561,Mo44_PHW65_0349/PHT69,561,2,,2,40,12,0.7568149252068773,0.469979853761147,0.028568456987133072,0.3682508552728181
560,2019_NYH2_plot_562,Mo44_PHW65_0017/PHT69,562,2,,2,39,12,0.6306189075348959,0.4118106129778684,0.01790825444457759,0.38051997661888615
561,2019_NYH2_plot_563,Mo44_PHW65_0217/PHT69,563,2,,2,38,12,0.7577979517383069,0.4893699402794379,0.02425733930761543,0.35495905479912476
562,2019_NYH2_plot_564,Mo44_PHW65_0260/PHT69,564,2,,2,37,12,0.7798645628164903,0.48992457396696376,0.026962212722003845,0.3759519955803169
563,2019_NYH2_plot_565,Mo44/PHT69,565,2,,2,36,12,0.7328064143914244,0.46904922242044034,0.021034416256962715,0.3689341733881743
564,2019_NYH2_plot_566,Mo44_PHW65_0321/PHT69,566,2,,2,35,12,0.7242595933734007,0.4463894575705357,0.024582205487135605,0.3544064904531807
565,2019_NYH2_plot_567,Mo44_PHW65_0296/PHT69,567,2,,2,34,12,0.7350410097760736,0.4643776128647884,0.02321804463902452,0.33569833637411584
566,2019_NYH2_plot_568,Mo44_PHW65_0113/PHT69,568,2,,2,33,12,0.7545242961615255,0.4819483286385452,0.02304443818097635,0.33840708004430936
567,2019_NYH2_plot_569,Mo44_PHW65_0136/PHT69,569,2,,2,32,12,0.7167003374959142,0.4563634491756132,0.024182637103847365,0.370420528122878
568,2019_NYH2_plot_570,Mo44_PHW65_0184/PHT69,570,2,,2,31,12,0.7045065318669186,0.44787038211811003,0.023831483620806705,0.37249938231621404
569,2019_NYH2_plot_571,PHW65/PHT69,571,2,,2,30,12,0.741605499400001,0.4783612742144458,0.02242931573111269,0.3166313643352501
570,2019_NYH2_plot_572,Mo44_PHW65_0343/PHT69,572,2,,2,29,12,0.7738161450477626,0.48901233570351216,0.02898141676542412,0.3709751849457732
571,2019_NYH2_plot_573,Mo44_PHW65_0185/PHT69,573,2,,2,28,12,0.7696585603512343,0.4937764943294048,0.025891380211453933,0.37858771546377135
572,2019_NYH2_plot_574,Mo44_PHW65_0073/PHT69,574,2,,2,27,12,0.7929664253731217,0.5045051400757129,0.027831926022065787,0.36627898799608216
573,2019_NYH2_plot_575,Mo44_PHW65_0442/PHT69,575,2,,2,26,12,0.7542395146449823,0.4739593688449471,0.02678067828858798,0.3494956689243281
574,2019_NYH2_plot_576,Mo44_PHW65_0093/PHT69,576,2,,2,25,12,0.7340681844137534,0.4597364955220891,0.024934857493911403,0.3490528004734732
575,2019_NYH2_plot_577,Mo44_PHW65_0029/PHT69,577,2,,2,24,12,0.716973616555261,0.4518481544053653,0.025561724973790174,0.34154018060851316
576,2019_NYH2_plot_578,Mo44_PHW65_0336/PHT69,578,2,,2,23,12,0.7142169661598321,0.44211087126153936,0.024577039813716207,0.3479878233679493
577,2019_NYH2_plot_579,Mo44_PHW65_0336/PHT69,579,2,,2,22,12,0.7366280675756947,0.4637539289666459,0.025401263457783194,0.3405809160378351
578,2019_NYH2_plot_580,Mo44_PHW65_0203/PHT69,580,2,,2,21,12,0.6931345826139252,0.43061631963490354,0.026519511922061454,0.37659964568273585
579,2019_NYH2_plot_581,Mo44_PHW65_0171/PHT69,581,2,,2,20,12,0.7162792974189073,0.45023991520689416,0.023609593907858384,0.3759453570542497
580,2019_NYH2_plot_582,Mo44_PHW65_0175/PHT69,582,2,,2,19,12,0.7299340704347616,0.4685248913785237,0.0223075055288233,0.36472354758332337
581,2019_NYH2_plot_583,Mo44_PHW65_0151/PHT69,583,2,,2,18,12,0.7625258579029122,0.4999246696067461,0.02004401230265153,0.3167604217826918
582,2019_NYH2_plot_584,Mo44_PHW65_0237/PHT69,584,2,,2,17,12,0.7559128476001594,0.4802562664298322,0.0263792734257967,0.3826893840746652
583,2019_NYH2_plot_585,Mo44_PHW65_0254/PHT69,585,2,,2,16,12,0.7351629786278842,0.48945121330315616,0.01903949191646934,0.3469020305450961
584,2019_NYH2_plot_586,Mo44_PHW65_0110/PHT69,586,2,,2,15,12,0.7406390875289662,0.4754918557099482,0.023383627481922676,0.36409502543736916
585,2019_NYH2_plot_587,Mo44_PHW65_0104/PHT69,587,2,,2,14,12,0.7264069877800488,0.47299745766955104,0.02223387189782521,0.37061934635272065
586,2019_NYH2_plot_588,Mo44_PHW65_0464/PHT69,588,2,,2,13,12,0.6636270093496326,0.42223883729028866,0.018679502650628437,0.33060591177623894
587,2019_NYH2_plot_589,Mo44_PHW65_0455/PHT69,589,2,,2,12,12,0.7516918958786567,0.48250832769339913,0.0241367052545059,0.3630948583490436
588,2019_NYH2_plot_590,Mo44_PHW65_0020/PHT69,590,2,,2,11,12,0.7514629229880343,0.48737245450499944,0.02198565290747751,0.33447144674298723
589,2019_NYH2_plot_591,Mo44_PHW65_0111/PHT69,591,2,,2,10,12,0.75829721830837,0.48678000885903233,0.024471102415310544,0.37053748505873
590,2019_NYH2_plot_592,Mo44_PHW65_0168/PHT69,592,2,,2,9,12,0.7850981967400337,0.4934256651043627,0.02885413301693443,0.36914953167448944
591,2019_NYH2_plot_593,Mo44_PHW65_0110/PHT69,593,2,,2,8,12,0.7914779328079896,0.5110003189868034,0.025953384044921445,0.3762383523403336
592,2019_NYH2_plot_594,Mo44_PHW65_0160/PHT69,594,2,,2,7,12,0.7976366847200821,0.5131283604022047,0.024779679134156175,0.3745741076105075
593,2019_NYH2_plot_595,Mo44_PHW65_0098/PHT69,595,2,,2,6,12,0.7873703729332665,0.5194204454225956,0.022089194786169136,0.3708949014432043
594,2019_NYH2_plot_596,Mo44_PHW65_0001/PHT69,596,2,,2,5,12,0.7884940841168763,0.5138461088391975,0.023275742431939635,0.36263241187216
595,2019_NYH2_plot_597,Mo44_PHW65_0442/PHT69,597,2,,2,4,12,0.7024517659627953,0.4451779429720606,0.022389896663793724,0.3739126580119227
596,2019_NYH2_plot_598,Mo44_PHW65_0416/PHT69,598,2,,2,3,12,0.7490464297877171,0.4743239423138991,0.023748766301843704,0.35355340683213915
597,2019_NYH2_plot_599,Mo44_PHW65_0167/PHT69,599,2,,2,2,12,0.7512378882060958,0.486199798256318,0.020094215312154187,0.3245627152246719
598,2019_NYH2_plot_600,PHG39/PHN82,600,2,,2,1,12,0.7446180400258114,0.4665257948931732,0.023849925429099136,0.37808510027831177
599,2019_NYH2_plot_601,Mo44_PHW65_0056/PHT69,601,2,,2,1,13,0.7518072262044002,0.46279651848688863,0.026250185794341838,0.3386054482045881
600,2019_NYH2_plot_602,B73/PHM49,602,2,,2,2,13,0.6779663846467182,0.4283668218110266,0.021228752234234594,0.34328449736121036
601,2019_NYH2_plot_603,Mo44_PHW65_0263/PHT69,603,2,,2,3,13,0.7060405523928792,0.43426750897185545,0.02605165110832443,0.38183834288887275
602,2019_NYH2_plot_604,Mo44_PHW65_0074/PHT69,604,2,,2,4,13,0.7606669580867093,0.4697437922748935,0.025913505631214126,0.35067451362951285
603,2019_NYH2_plot_605,Mo44_PHW65_0060/PHT69,605,2,,2,5,13,0.7611742990025896,0.4841259902233639,0.02608699507117569,0.38365729903128154
604,2019_NYH2_plot_606,Mo44_PHW65_0029/PHT69,606,2,,2,6,13,0.7766983234346159,0.49455804012707716,0.02727862175197454,0.35459169407871605
605,2019_NYH2_plot_607,Mo44_PHW65_0471/PHT69,607,2,,2,7,13,0.7368795114199526,0.4772088001867414,0.02199108265100912,0.3521991488903254
606,2019_NYH2_plot_608,Mo44_PHW65_0050/PHT69,608,2,,2,8,13,0.7161333623628202,0.4539946205435378,0.023566299466161237,0.3787847334153585
607,2019_NYH2_plot_609,Mo44_PHW65_0302/PHT69,609,2,,2,9,13,0.7316991980127276,0.4718260513423215,0.02220749723433476,0.3399689266102627
608,2019_NYH2_plot_610,Mo44_PHW65_0052/PHT69,610,2,,2,10,13,0.7024270765998707,0.4415689192343604,0.024381617871507576,0.3881930977519213
609,2019_NYH2_plot_611,Mo44_PHW65_0253/PHT69,611,2,,2,11,13,0.732698285178703,0.4541890505951326,0.024982543489378076,0.37438935405453605
610,2019_NYH2_plot_612,Mo44_PHW65_0247/PHT69,612,2,,2,12,13,0.7638627895424086,0.471512453143539,0.02816531392633374,0.4016044979952214
611,2019_NYH2_plot_613,Mo44_PHW65_0012/PHT69,613,2,,2,13,13,0.7322747697190947,0.47599357075628,0.022776715426078044,0.37048803855745954
612,2019_NYH2_plot_614,Mo44_PHW65_0187/PHT69,614,2,,2,14,13,0.7672762296322425,0.4904108741307328,0.023803070937151723,0.35886465451816396
613,2019_NYH2_plot_615,Mo44_PHW65_0210/PHT69,615,2,,2,15,13,0.704841567074711,0.4437258333741209,0.022931848778876884,0.3986947982647568
614,2019_NYH2_plot_616,Mo44_PHW65_0024/PHT69,616,2,,2,16,13,0.7095410809433234,0.4465068132093167,0.022689982520423313,0.3887239571466265
615,2019_NYH2_plot_617,Mo44_PHW65_0236/PHT69,617,2,,2,17,13,0.7782565290845592,0.48703465039097715,0.026539203443893166,0.3694988859432977
616,2019_NYH2_plot_618,Mo44_PHW65_0207/PHT69,618,2,,2,18,13,0.7840116162954437,0.4892388929863972,0.023724557426907298,0.3430772268738787
617,2019_NYH2_plot_619,Mo44_PHW65_0001/PHT69,619,2,,2,19,13,0.7371980806783448,0.458544486282161,0.023166564557134364,0.35688423591971435
618,2019_NYH2_plot_620,Mo44_PHW65_0042/PHT69,620,2,,2,20,13,0.6658008453431583,0.406310312837728,0.020662547404983283,0.3332603095465943
619,2019_NYH2_plot_621,Mo44_PHW65_0031/PHT69,621,2,,2,21,13,0.7906910986929417,0.4762303073468793,0.02977308617763233,0.37485326325750223
620,2019_NYH2_plot_622,F42/H95,622,2,,2,22,13,0.7856154391863193,0.47462153369080107,0.03058303474030705,0.37014002226719167
621,2019_NYH2_plot_623,Mo44_PHW65_0392/PHT69,623,2,,2,23,13,0.6865502899291872,0.42278657194952696,0.02492670560893568,0.37079667376088815
622,2019_NYH2_plot_624,Mo44_PHW65_0015/PHT69,624,2,,2,24,13,0.7230672062218008,0.44411686799819255,0.027807553104111437,0.36406037497301114
623,2019_NYH2_plot_625,Mo44_PHW65_0252/PHT69,625,2,,2,25,13,0.7445902482302421,0.4627425101392234,0.026838065533504023,0.32614684757212786
624,2019_NYH2_plot_626,Mo44_PHW65_0128/PHT69,626,2,,2,26,13,0.7045843523189553,0.43261631625938185,0.0247840009271433,0.3232447990242492
625,2019_NYH2_plot_627,Mo44_PHW65_0178/PHT69,627,2,,2,27,13,0.6824780605152284,0.4334636847307712,0.02223107584065962,0.3480281045939163
626,2019_NYH2_plot_628,Mo44_PHW65_0033/PHT69,628,2,,2,28,13,0.7233854457629607,0.441856019370994,0.028514120088686208,0.37255453296000063
627,2019_NYH2_plot_629,Mo44_PHW65_0333/PHT69,629,2,,2,29,13,0.7765676907437006,0.4814841944007971,0.028521012904056984,0.3462474043644371
628,2019_NYH2_plot_630,Mo44_PHW65_0274/PHT69,630,2,,2,30,13,0.7552904270766351,0.47258474387947585,0.026684143993005918,0.3483080478626478
629,2019_NYH2_plot_631,Mo44_PHW65_0404/PHT69,631,2,,2,31,13,0.705180753195818,0.44495090805081255,0.026346631898303653,0.3781954284722176
630,2019_NYH2_plot_632,Mo44_PHW65_0302/PHT69,632,2,,2,32,13,0.7365786378654026,0.46963062468577177,0.022378505889535303,0.32995055393952455
631,2019_NYH2_plot_633,Mo44_PHW65_0073/PHT69,633,2,,2,33,13,0.7701763653844748,0.47504088600694344,0.027681365376035934,0.3522649469508631
632,2019_NYH2_plot_634,Mo44_PHW65_0404/PHT69,634,2,,2,34,13,0.740248652182303,0.45448350860729914,0.027080364983912825,0.3565595107293771
633,2019_NYH2_plot_635,Mo44_PHW65_0446/PHT69,635,2,,2,35,13,0.7146855697407168,0.4362591350642821,0.023137193178553474,0.3231917286145227
634,2019_NYH2_plot_636,Mo44_PHW65_0118/PHT69,636,2,,2,36,13,0.7296936207702603,0.4576404090457231,0.02363062790892617,0.37161872581930944
635,2019_NYH2_plot_637,Mo44_PHW65_0321/PHT69,637,2,,2,37,13,0.7749548664615474,0.475009606172254,0.027700889393716916,0.3758020098981549
636,2019_NYH2_plot_638,Mo44_PHW65_0207/PHT69,638,2,,2,38,13,0.7668500797980675,0.48808660483151145,0.02446036918570357,0.3643107873186736
637,2019_NYH2_plot_639,Mo44_PHW65_0048/PHT69,639,2,,2,39,13,0.6675520660162036,0.4197909089323619,0.020881542253374536,0.3494847547374041
638,2019_NYH2_plot_640,Mo44_PHW65_0224/PHT69,640,2,,2,40,13,0.6495836012653706,0.4067915497189034,0.020414095503636282,0.3533038200216821
639,2019_NYH2_plot_641,Mo44_PHW65_0103/PHT69,641,2,,2,41,13,0.7322025335540925,0.45586252175101816,0.02461858460998378,0.3495392131546332
640,2019_NYH2_plot_642,Mo44_PHW65_0159/PHT69,642,2,,2,42,13,0.6585119687561709,0.4197691930759048,0.019467940138497657,0.3703558306230707
641,2019_NYH2_plot_643,Mo44_PHW65_0260/PHT69,643,2,,2,43,13,0.7518572964433815,0.4649508889717767,0.025695727095819246,0.36460056607499397
642,2019_NYH2_plot_644,Mo44_PHW65_0120/PHT69,644,2,,2,44,13,0.6526798548300622,0.40335166804219175,0.021353045255057233,0.3696590104207982
643,2019_NYH2_plot_645,Mo44_PHW65_0165/PHT69,645,2,,2,45,13,0.7737610153608497,0.47902891205295833,0.02518123732635295,0.3521194900936876
644,2019_NYH2_plot_646,Mo44_PHW65_0116/PHT69,646,2,,2,46,13,0.7395220148714235,0.46822852057071074,0.02339326347128528,0.35424514051453077
645,2019_NYH2_plot_647,Mo44_PHW65_0236/PHT69,647,2,,2,47,13,0.6065350100674936,0.37729207770676054,0.019266269592793935,0.37687362552974596
646,2019_NYH2_plot_648,Mo44_PHW65_0015/PHT69,648,2,,2,48,13,0.7348037105985193,0.44886394003273133,0.02484119014145124,0.33977956717935215
647,2019_NYH2_plot_649,Mo44_PHW65_0115/PHT69,649,2,,2,49,13,0.7281061129010753,0.44881060678941187,0.024545297532549876,0.3532499241914078
648,2019_NYH2_plot_650,Mo44_PHW65_0113/PHT69,650,2,,2,50,13,0.7286287561821274,0.4477171627839728,0.025708365049172913,0.3545753790570255
649,2019_NYH2_plot_651,PHW65_MoG_0534/PHT69,651,2,,2,50,14,0.7219409474976977,0.4444199531590101,0.026833447819778644,0.3650317327171881
650,2019_NYH2_plot_652,PHW65_MoG_0343/PHT69,652,2,,2,49,14,0.6490537568712964,0.4091779310639701,0.021680350469169392,0.34224628594157086
651,2019_NYH2_plot_653,PHW65_MoG_0522/PHT69,653,2,,2,48,14,0.696603381260116,0.43238475546876715,0.025332509706031438,0.34656222802436903
652,2019_NYH2_plot_654,PHW65_MoG_0312/PHT69,654,2,,2,47,14,0.7121501342051181,0.4419057520578024,0.025846122341284375,0.3483279634408493
653,2019_NYH2_plot_655,PHW65_MoG_0024/PHT69,655,2,,2,46,14,0.7525934977324933,0.48057055318612685,0.02466219860107128,0.33684038789245363
654,2019_NYH2_plot_656,PHW65_MoG_0291/PHT69,656,2,,2,45,14,0.7555648300868764,0.4668731177338684,0.029067966362387843,0.35912068539528424
655,2019_NYH2_plot_657,LH74/PHN82,657,2,,2,44,14,0.7242043473344348,0.4549203011190417,0.02513638401735468,0.3528529628360684
656,2019_NYH2_plot_658,PHW65_MoG_0150/PHT69,658,2,,2,43,14,0.6689894756858357,0.4282001211812301,0.021599788017235413,0.36989833491138974
657,2019_NYH2_plot_659,PHW65_MoG_0153/PHT69,659,2,,2,42,14,0.7511641893150109,0.46982919297463915,0.026915975950532856,0.3616193052838729
658,2019_NYH2_plot_660,PHW65_MoG_0308/PHT69,660,2,,2,41,14,0.7417928408559648,0.4670850063262903,0.02627175875371237,0.3550860954946349
659,2019_NYH2_plot_661,PHW65_MoG_0545/PHT69,661,2,,2,40,14,0.7365980254323059,0.4624462518488014,0.02565663855419653,0.3510387324240803
660,2019_NYH2_plot_662,PHW65_MoG_0003/PHT69,662,2,,2,39,14,0.7243777366339185,0.4542432839775798,0.023851472543224964,0.33394306507499566
661,2019_NYH2_plot_663,PHW65_MoG_0534/PHT69,663,2,,2,38,14,0.7764461672350099,0.5033158168158568,0.026273133347541916,0.34988022609406083
662,2019_NYH2_plot_664,PHW65_MoG_0087/PHT69,664,2,,2,37,14,0.7639411016465233,0.4764281129202032,0.027873448314855165,0.3517012348221072
663,2019_NYH2_plot_665,PHW65_MoG_0539/PHT69,665,2,,2,36,14,0.7355163957529186,0.45884794568560505,0.02784284696003326,0.35675652868096425
664,2019_NYH2_plot_666,PHW65_MoG_0215/PHT69,666,2,,2,35,14,0.6851192937508404,0.43808151097353987,0.02344634467564893,0.3662633480787374
665,2019_NYH2_plot_667,PHW65_MoG_0122/PHT69,667,2,,2,34,14,0.7449130606249328,0.4713655054309332,0.025998703799656034,0.35764069033920054
666,2019_NYH2_plot_668,PHW65_MoG_0133/PHT69,668,2,,2,33,14,0.7276894610023161,0.46827994101838366,0.02497057501450068,0.33799627904988067
667,2019_NYH2_plot_669,PHW65_MoG_0200/PHT69,669,2,,2,32,14,0.7275761559896101,0.4489755572845728,0.028237599598988018,0.35956552534651137
668,2019_NYH2_plot_670,PHW65_MoG_0266/PHT69,670,2,,2,31,14,0.6367485174427272,0.40093738238416476,0.023719102583793106,0.37891480351931894
669,2019_NYH2_plot_671,PHW65_MoG_0266/PHT69,671,2,,2,30,14,0.7309328249406244,0.4583112413997271,0.027290827785308697,0.34672071121557946
670,2019_NYH2_plot_672,PHW65_MoG_0034/PHT69,672,2,,2,29,14,0.7413590863137783,0.4564087936841738,0.02972351214034519,0.35942510364258173
671,2019_NYH2_plot_673,PHW65_MoG_0160/PHT69,673,2,,2,28,14,0.7134149421970033,0.4443843976634639,0.02789516754683396,0.3797563210863779
672,2019_NYH2_plot_674,PHW65_MoG_0513/PHT69,674,2,,2,27,14,0.7289075742769492,0.4480271481960931,0.028630560961078546,0.3696217671643873
673,2019_NYH2_plot_675,PHW65_MoG_0293/PHT69,675,2,,2,26,14,0.7230891874725387,0.4449950295442539,0.02730455701059295,0.3525327383413699
674,2019_NYH2_plot_676,PHW65_MoG_0115/PHT69,676,2,,2,25,14,0.7489021396869654,0.4560181333027286,0.031172595489290314,0.37568026608112615
675,2019_NYH2_plot_677,PHW65_MoG_0293/PHT69,677,2,,2,24,14,0.6928103074931519,0.4296652101290406,0.025241619282780396,0.3596598149201436
676,2019_NYH2_plot_678,PHW65_MoG_0085/PHT69,678,2,,2,23,14,0.7031022194324432,0.43751889222030055,0.02569935048602254,0.37261178963582253
677,2019_NYH2_plot_679,PHW65_MoG_0054/PHT69,679,2,,2,22,14,0.7314767963823409,0.4662895083721378,0.02401020307701309,0.34245984394963047
678,2019_NYH2_plot_680,PHW65_MoG_0119/PHT69,680,2,,2,21,14,0.6921181005039091,0.43597507289720466,0.02308167018564807,0.369275551152375
679,2019_NYH2_plot_681,PHW65_MoG_0121/PHT69,681,2,,2,20,14,0.6299039720326773,0.39720394283441435,0.020323369355776052,0.3817412403804663
680,2019_NYH2_plot_682,PHW65_MoG_0059/PHT69,682,2,,2,19,14,0.6595776209660406,0.41935962977277674,0.02086971780075758,0.38304880498091987
681,2019_NYH2_plot_683,PHW65_MoG_0662/PHT69,683,2,,2,18,14,0.7154256279736236,0.4444668729110443,0.024448125263361018,0.3559722824659086
682,2019_NYH2_plot_684,PHW65_MoG_0393/PHT69,684,2,,2,17,14,0.6822163450638339,0.43206003027842993,0.020134415525599674,0.38230574013095897
683,2019_NYH2_plot_685,PHW65_MoG_0268/PHT69,685,2,,2,16,14,0.7304613819645238,0.45963764777110755,0.02258400388194783,0.3321039756576941
684,2019_NYH2_plot_686,PHW65_MoG_0221/PHT69,686,2,,2,15,14,0.7377994861330754,0.4607847075363586,0.02425866623009919,0.34454209078690723
685,2019_NYH2_plot_687,PHW65_MoG_0048/PHT69,687,2,,2,14,14,0.7652532794600065,0.48914336572146433,0.02583651673161733,0.34195689121199796
686,2019_NYH2_plot_688,PHW65_MoG_0181/PHT69,688,2,,2,13,14,0.7491550626660921,0.4861066221360339,0.024996954230410113,0.35181522929684694
687,2019_NYH2_plot_689,B14A/OH43,689,2,,2,12,14,0.7177971570230823,0.43778817813528303,0.025687178024453406,0.35851168746269346
688,2019_NYH2_plot_690,F42/OH43,690,2,,2,11,14,0.7460222570651076,0.44258726989490316,0.03000274654951356,0.37602040615402615
689,2019_NYH2_plot_691,PHW65_MoG_0513/PHT69,691,2,,2,10,14,0.7431262844563413,0.4485388772902212,0.028428853284635805,0.3586979037447475
690,2019_NYH2_plot_692,PHW65_MoG_0138/PHT69,692,2,,2,9,14,0.6879768685769233,0.43168539751012225,0.02349177089384965,0.3549914414624971
691,2019_NYH2_plot_693,PHW65_MoG_0172/PHT69,693,2,,2,8,14,0.7358416835302106,0.4592560462626505,0.026441285331163997,0.3574015908833909
692,2019_NYH2_plot_694,PHW65_MoG_0014/PHT69,694,2,,2,7,14,0.7633132546049148,0.4786727223526486,0.026218529026392642,0.35849154684970996
693,2019_NYH2_plot_695,PHW65_MoG_0190/PHT69,695,2,,2,6,14,0.6974011295620879,0.43887925927551175,0.023542413149232378,0.37636729727038437
