plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number
2019_NYH2_plot_676,PHW65_MoG_0115/PHT69,676,2,,2,25,14
2019_NYH2_plot_677,PHW65_MoG_0293/PHT69,677,2,,2,24,14
2019_NYH2_plot_678,PHW65_MoG_0085/PHT69,678,2,,2,23,14
2019_NYH2_plot_679,PHW65_MoG_0054/PHT69,679,2,,2,22,14
2019_NYH2_plot_680,PHW65_MoG_0119/PHT69,680,2,,2,21,14
2019_NYH2_plot_681,PHW65_MoG_0121/PHT69,681,2,,2,20,14
2019_NYH2_plot_682,PHW65_MoG_0059/PHT69,682,2,,2,19,14
2019_NYH2_plot_683,PHW65_MoG_0662/PHT69,683,2,,2,18,14
2019_NYH2_plot_684,PHW65_MoG_0393/PHT69,684,2,,2,17,14
2019_NYH2_plot_685,PHW65_MoG_0268/PHT69,685,2,,2,16,14
2019_NYH2_plot_686,PHW65_MoG_0221/PHT69,686,2,,2,15,14
2019_NYH2_plot_687,PHW65_MoG_0048/PHT69,687,2,,2,14,14
2019_NYH2_plot_688,PHW65_MoG_0181/PHT69,688,2,,2,13,14
2019_NYH2_plot_689,B14A/OH43,689,2,,2,12,14
2019_NYH2_plot_690,F42/OH43,690,2,,2,11,14
2019_NYH2_plot_691,PHW65_MoG_0513/PHT69,691,2,,2,10,14
2019_NYH2_plot_692,PHW65_MoG_0138/PHT69,692,2,,2,9,14
2019_NYH2_plot_693,PHW65_MoG_0172/PHT69,693,2,,2,8,14
2019_NYH2_plot_694,PHW65_MoG_0014/PHT69,694,2,,2,7,14
2019_NYH2_plot_695,PHW65_MoG_0190/PHT69,695,2,,2,6,14
2019_NYH2_plot_696,PHW65_MoG_0517/PHT69,696,2,,2,5,14
2019_NYH2_plot_697,PHW65_MoG_0089/PHT69,697,2,,2,4,14
2019_NYH2_plot_698,PHW65_MoG_0341/PHT69,698,2,,2,3,14
2019_NYH2_plot_699,PHW65_MoG_0072/PHT69,699,2,,2,2,14
2019_NYH2_plot_700,PHW65_MoG_0209/PHT69,700,2,,2,1,14
2019_NYH2_plot_701,PHW65_MoG_0040/PHT69,701,2,,2,1,15
2019_NYH2_plot_702,B14A/MO17,702,2,,2,2,15
2019_NYH2_plot_703,PHW65_MoG_0009/PHT69,703,2,,2,3,15
2019_NYH2_plot_704,PHW65/PHT69,704,2,,2,4,15
2019_NYH2_plot_705,PHW52/PHN82,705,2,,2,5,15
2019_NYH2_plot_706,PHW65_MoG_0054/PHT69,706,2,,2,6,15
2019_NYH2_plot_707,PHW65_MoG_0056/PHT69,707,2,,2,7,15
2019_NYH2_plot_708,PHW65_MoG_0620/PHT69,708,2,,2,8,15
2019_NYH2_plot_709,PHW65_MoG_0032/PHT69,709,2,,2,9,15
2019_NYH2_plot_710,PHW65_MoG_0438/PHT69,710,2,,2,10,15
2019_NYH2_plot_711,PHW65_MoG_0111/PHT69,711,2,,2,11,15
2019_NYH2_plot_712,PHW65_MoG_0017/PHT69,712,2,,2,12,15
2019_NYH2_plot_713,B37/OH43,713,2,,2,13,15
2019_NYH2_plot_714,PHW65_MoG_0191/PHT69,714,2,,2,14,15
2019_NYH2_plot_715,PHW65_MoG_0181/PHT69,715,2,,2,15,15
2019_NYH2_plot_716,CG44/CGR01,716,2,,2,16,15
2019_NYH2_plot_717,PHW65_MoG_0024/PHT69,717,2,,2,17,15
2019_NYH2_plot_718,PHW65_MoG_0572/PHT69,718,2,,2,18,15
2019_NYH2_plot_719,PHW65_MoG_0108/PHT69,719,2,,2,19,15
2019_NYH2_plot_720,PHW65_MoG_0315/PHT69,720,2,,2,20,15
2019_NYH2_plot_721,PHW65_MoG_0551/PHT69,721,2,,2,21,15
2019_NYH2_plot_722,PHW65_MoG_0179/PHT69,722,2,,2,22,15
2019_NYH2_plot_723,PHW65_MoG_0086/PHT69,723,2,,2,23,15
2019_NYH2_plot_724,PHW65_MoG_0327/PHT69,724,2,,2,24,15
2019_NYH2_plot_725,PHW65_MoG_0294/PHT69,725,2,,2,25,15
2019_NYH2_plot_726,PHW65_MoG_0262/PHT69,726,2,,2,26,15
2019_NYH2_plot_727,PHW65_MoG_0306/PHT69,727,2,,2,27,15
2019_NYH2_plot_728,PHW65_MoG_0411/PHT69,728,2,,2,28,15
2019_NYH2_plot_729,PHW65_MoG_0075/PHT69,729,2,,2,29,15
2019_NYH2_plot_730,PHW65_MoG_0460/PHT69,730,2,,2,30,15
2019_NYH2_plot_731,PHW65_MoG_0449/PHT69,731,2,,2,31,15
2019_NYH2_plot_732,PHW65_MoG_0143/PHT69,732,2,,2,32,15
2019_NYH2_plot_733,PHW65_MoG_0476/PHT69,733,2,,2,33,15
2019_NYH2_plot_734,PHW65_MoG_0079/PHT69,734,2,,2,34,15
2019_NYH2_plot_735,PHW65_MoG_0444/PHT69,735,2,,2,35,15
2019_NYH2_plot_736,PHW65_MoG_0305/PHT69,736,2,,2,36,15
2019_NYH2_plot_737,PHW65_MoG_0379/PHT69,737,2,,2,37,15
2019_NYH2_plot_738,PHW65_MoG_0175/PHT69,738,2,,2,38,15
2019_NYH2_plot_739,PHW65_MoG_0621/PHT69,739,2,,2,39,15
2019_NYH2_plot_740,PHW65_MoG_0036/PHT69,740,2,,2,40,15
2019_NYH2_plot_741,PHW65_MoG_0196/PHT69,741,2,,2,41,15
2019_NYH2_plot_742,PHW65_MoG_0057/PHT69,742,2,,2,42,15
2019_NYH2_plot_743,PHW65_MoG_0287/PHT69,743,2,,2,43,15
2019_NYH2_plot_744,PHW65_MoG_0132/PHT69,744,2,,2,44,15
2019_NYH2_plot_745,PHW65_MoG_0554/PHT69,745,2,,2,45,15
2019_NYH2_plot_746,PHW65_MoG_0392/PHT69,746,2,,2,46,15
2019_NYH2_plot_747,PHW65_MoG_0321/PHT69,747,2,,2,47,15
2019_NYH2_plot_748,PHW65_MoG_0487/PHT69,748,2,,2,48,15
2019_NYH2_plot_749,PHW65_MoG_0338/PHT69,749,2,,2,49,15
2019_NYH2_plot_750,PHW65_MoG_0125/PHT69,750,2,,2,50,15
2019_NYH2_plot_751,PHW65_MoG_0448/PHT69,751,2,,2,50,16
2019_NYH2_plot_752,PHW65_MoG_0142/PHT69,752,2,,2,49,16
2019_NYH2_plot_753,PHW65_MoG_0087/PHT69,753,2,,2,48,16
2019_NYH2_plot_754,PHW65_MoG_0180/PHT69,754,2,,2,47,16
2019_NYH2_plot_755,PHW65_MoG_0326/PHT69,755,2,,2,46,16
2019_NYH2_plot_756,PHW65_MoG_0375/PHT69,756,2,,2,45,16
2019_NYH2_plot_757,PHW65_MoG_0192/PHT69,757,2,,2,44,16
2019_NYH2_plot_758,PHW65_MoG_0201/PHT69,758,2,,2,43,16
2019_NYH2_plot_759,PHW65_MoG_0588/PHT69,759,2,,2,42,16
2019_NYH2_plot_760,PHW65_MoG_0117/PHT69,760,2,,2,41,16
2019_NYH2_plot_761,PHW65_MoG_0242/PHT69,761,2,,2,40,16
2019_NYH2_plot_762,PHW65_MoG_0297/PHT69,762,2,,2,39,16
2019_NYH2_plot_763,PHW65_MoG_0173/PHT69,763,2,,2,38,16
2019_NYH2_plot_764,PHW65_MoG_0633/PHT69,764,2,,2,37,16
2019_NYH2_plot_765,PHW65_MoG_0153/PHT69,765,2,,2,36,16
2019_NYH2_plot_766,PHW65_MoG_0241/PHT69,766,2,,2,35,16
2019_NYH2_plot_767,PHW65_MoG_0352/PHT69,767,2,,2,34,16
2019_NYH2_plot_768,PHW65_MoG_0291/PHT69,768,2,,2,33,16
2019_NYH2_plot_769,PHW65_MoG_0236/PHT69,769,2,,2,32,16
2019_NYH2_plot_770,PHW65_MoG_0314/PHT69,770,2,,2,31,16
2019_NYH2_plot_771,PHW65_MoG_0034/PHT69,771,2,,2,30,16
2019_NYH2_plot_772,PHW65_MoG_0162/PHT69,772,2,,2,29,16
2019_NYH2_plot_773,PHW65_MoG_0567/PHT69,773,2,,2,28,16
2019_NYH2_plot_774,PHW65_MoG_0696/PHT69,774,2,,2,27,16
2019_NYH2_plot_775,PHW65_MoG_0038/PHT69,775,2,,2,26,16
2019_NYH2_plot_776,PHW65_MoG_0143/PHT69,776,2,,2,25,16
2019_NYH2_plot_777,PHW65_MoG_0006/PHT69,777,2,,2,24,16
2019_NYH2_plot_778,PHW65_MoG_0401/PHT69,778,2,,2,23,16
2019_NYH2_plot_779,PHW65_MoG_0651/PHT69,779,2,,2,22,16
2019_NYH2_plot_780,PHW65_MoG_0621/PHT69,780,2,,2,21,16
2019_NYH2_plot_781,PHW65_MoG_0118/PHT69,781,2,,2,20,16
2019_NYH2_plot_782,PHW65_MoG_0310/PHT69,782,2,,2,19,16
2019_NYH2_plot_783,PHW65_MoG_0401/PHT69,783,2,,2,18,16
2019_NYH2_plot_784,PHW65_MoG_0015/PHT69,784,2,,2,17,16
2019_NYH2_plot_785,PHW65_MoG_0307/PHT69,785,2,,2,16,16
2019_NYH2_plot_786,PHW65_MoG_0296/PHT69,786,2,,2,15,16
2019_NYH2_plot_787,PHW65_MoG_0159/PHT69,787,2,,2,14,16
2019_NYH2_plot_788,PHW65_MoG_0052/PHT69,788,2,,2,13,16
2019_NYH2_plot_789,PHW65_MoG_0060/PHT69,789,2,,2,12,16
2019_NYH2_plot_790,PHW65_MoG_0375/PHT69,790,2,,2,11,16
2019_NYH2_plot_791,PHW65_MoG_0048/PHT69,791,2,,2,10,16
2019_NYH2_plot_792,MoG/PHT69,792,2,,2,9,16
2019_NYH2_plot_793,CG119/CG108,793,2,,2,8,16
2019_NYH2_plot_794,PHW65_MoG_0206/PHT69,794,2,,2,7,16
2019_NYH2_plot_795,PHW65_MoG_0294/PHT69,795,2,,2,6,16
2019_NYH2_plot_796,PHW65_MoG_0439/PHT69,796,2,,2,5,16
2019_NYH2_plot_797,PHW65_MoG_0316/PHT69,797,2,,2,4,16
2019_NYH2_plot_798,PHW65_MoG_0056/PHT69,798,2,,2,3,16
2019_NYH2_plot_799,PHW65_MoG_0499/PHT69,799,2,,2,2,16
2019_NYH2_plot_800,PHW65_MoG_0512/PHT69,800,2,,2,1,16
